X,Y,routes,linedirid,rtid,stopname,objectid
6144099.62758,1954225.5200159,22,238750,60001,Santa Clara Transit Center,1
6146822.45087449,1959780.7825274,"60, 60",239040,60008,San Jose Airport Terminal A,2
6148114.70649208,1958314.71065639,60,239041,60011,San Jose Airport Terminal B,3
6150233.01229483,1960218.74228139,60,239041,60014,1st & Metro @ Metro Station,4
6141651.00288408,1954992.24617273,"22, 59, 60",238750,60020,El Camino & Lafayette,5
6154102.63906999,1953499.89515482,"61, 61",239050,60021,1st & Mission,6
6156965.991611,1955996.68149981,66,239080,60028,Hedding & 11th,7
6163802.89230725,1958736.84727931,77,239191,60032,King & Mabury,8
6165010.13267492,1957196.36643639,77,239191,60033,King & Las Plumas,9
6166236.70600916,1955596.66917647,77,239191,60034,King & McKee,10
6167727.93202934,1953654.17929506,"22, 77",238750,60035,King & Alum Rock,11
6168552.89461824,1952565.84026439,"22, 77",238750,60036,King & San Antonio,12
6169311.51383591,1951509.07203673,"22, 77",238750,60037,King & Hermocilla,13
6169685.78277241,1951032.84103382,"22, 77",238750,60038,King & Virginia,14
6170520.0294635,1949891.63006164,"22, 77",238750,60039,King & Chaucer,15
6171451.19098699,1948671.12922181,"22, 77",238750,60040,King & Story,16
6172153.21582967,1947748.16715698,"22, 77",238750,60041,King & Christopher,17
6173065.8275215,1946541.82704999,"22, 77",238750,60042,King & Miami,18
6173718.85771149,1945682.60337473,"22, 77",238750,60043,King & Havana,19
6174381.73663507,1944817.79375264,"22, 77",238750,60044,King & Cunningham,20
6175216.58568716,1943732.43798374,"22, 77",238750,60045,King & Waverly,21
6175719.71525833,1943079.67649397,"22, 77",238750,60046,King & Seminole,22
6176321.56280792,1942660.39682072,"22, 26",238750,60047,Tully & King,23
6177169.52272616,1943357.01681857,"22, 26",238750,60048,Tully & Brahms,24
6177953.14681508,1944010.50960606,"22, 26",238750,60049,Tully & Quimby,25
6178588.27776267,1944529.19787315,"22, 26",238750,60050,Tully & Eastridge Way,26
6177605.19541125,1943875.58927223,"22, 26",238751,60053,Tully & Quimby,27
6176925.70858125,1943307.29907022,"22, 26",238751,60054,Tully & Kenesta,28
6176051.84549958,1942753.43206772,"22, 77",238751,60055,King & Tully,29
6175628.58125424,1943297.26857848,"22, 77",238751,60056,King & Seminole,30
6174527.10379842,1944734.15743698,"22, 77",238751,60057,King & Cunningham,31
6173760.78873,1945727.5232324,"22, 77",238751,60058,King & Ocala,32
6172900.09589759,1946867.91596472,"22, 77",238751,60059,King & Biscayne,33
6171993.74698849,1948063.61206415,"22, 77",238751,60060,King & Everglade,34
6170984.30904675,1949424.31964456,"22, 77",238751,60061,King & Story,35
6169795.79436341,1951000.6681979,"22, 77",238751,60063,King & Virginia,36
6169252.40306175,1951704.01226364,"22, 77",238751,60064,King & Kammerer,37
6168449.96831492,1952846.26063532,"22, 77",238751,60065,King & San Antonio,38
6167615.68651891,1953932.55308214,77,239190,60066,King & Alum Rock,39
6166546.34351325,1955301.21930806,77,239190,60067,King & McKee,40
6164877.00236374,1957474.69297948,77,239190,60068,King & Las Plumas,41
6156998.97874975,1956084.3135424,66,239081,60075,Hedding & 11th,42
6172557.79244833,1898065.31343889,83,239271,60088,Almaden & Mountain Shadow,43
6171475.67354958,1899165.19214465,83,239271,60089,Almaden & Viewpoint,44
6169544.65575808,1901766.64921206,"83, 83",239270,60098,Almaden & Via Valiente,45
6168691.34480067,1902779.96247415,83,239270,60099,Almaden & Shadowbrook,46
6167201.70571958,1904131.3268974,83,239270,60100,Almaden & Trinidad,47
6166356.64933883,1904879.50191022,83,239270,60101,Almaden & Mt. Royal,48
6161621.68932058,1913026.36356923,83,239270,60106,Almaden & Almaden Lake Park,49
6163884.25008416,1916168.17782365,0,239061,60108,Winfield & Blossom Hill,50
6163949.39726359,1917599.3944494,"0, 83",239061,60109,Winfield & Blossom River,51
6164774.37953749,1919400.78290698,"0, 83",239061,60110,Chynoweth & Winfield,52
6165608.70923366,1919210.57134515,"201, 83, 83",238710,60111,Ohlone-Chynoweth Station,53
6164815.45622699,1919483.20859514,"0, 83",239060,60112,Chynoweth & Pearl,54
6163863.17007384,1917594.8275294,"0, 83",239060,60113,Winfield & Blossom River,55
6163851.90959767,1916265.87579098,0,239060,60114,Winfield & Blossom Hill,56
6161396.93714541,1913501.95743431,83,239271,60115,Almaden & Coleman,57
6165199.94889633,1905821.22607665,"0, 0, 83",239070,60120,Almaden & Camden,58
6166374.99739924,1904719.01404223,83,239271,60121,Almaden & Crown,59
6167506.76711734,1903698.68307765,83,239271,60122,Almaden & Trinidad,60
6169887.5661615,1901632.44738072,83,239271,60123,Via Valiente & Almaden,61
6170309.16407157,1902292.40111332,83,239271,60124,Via Valiente & Bret Harte,62
6170766.46105725,1903736.93496965,83,239271,60125,Via Valiente & Camden,63
6171972.70241116,1903368.62665115,83,239271,60126,Camden & Shearwater,64
6173576.39244525,1902542.0840129,83,239271,60127,Camden & Queenswood,65
6174960.95791759,1901906.64138615,83,239271,60128,Camden & Casswood,66
6175996.56673874,1900585.07053848,83,239271,60129,Camden & Harry,67
6175202.57259183,1899844.37188865,83,239271,60130,Harry & Grandwood,68
6174117.33919799,1898208.04740539,83,239271,60132,McKean & Martwood,69
6228965.33514483,1865049.21083607,68,239090,60146,Monterey & Vineyard,70
6226365.89283717,1871915.02256373,121,238680,60155,Morgan Hill Caltrain,71
6226252.76117367,1870396.53445898,"568, 68",239010,60156,Monterey & Dunne,72
6225751.48724183,1871125.13602014,"568, 68",239010,60157,Monterey & 3rd,73
6224993.71940041,1871951.94932714,"68, 87, 87",239090,60158,Main & Monterey,74
6224140.62399374,1871385.34416115,"68, 87",239090,60159,Main & Hale,75
6223404.52375992,1870827.87414747,87,239330,60163,Main & Crest,76
6224999.2748355,1871906.00060014,68,239091,60165,Main & Monterey,77
6225740.42394374,1871008.02240923,"287, 568, 68",238841,60166,Monterey & 3rd,78
6225283.77196991,1872137.71896873,"87, 87",239330,60209,Main & Monterey,79
6226450.13971591,1873242.6977299,87,239330,60210,Main & Calle Mazatan,80
6227209.8255325,1873974.7415414,87,239330,60211,Main & Grand Prix,81
6228027.286496,1874762.17533398,87,239330,60212,Main & Carriage Lamp,82
6228533.17393567,1875247.56740782,87,239330,60213,Main & Serene,83
6231253.16554292,1877882.82296406,"87, 87",239330,60214,Live Oak High School,84
6227549.14571999,1881301.97262181,87,239330,60215,Mission View & Mission Avenida,85
6224254.22481641,1879083.11157398,"121, 87, 87",238681,60216,Cochrane & Sutter,86
6222446.40953441,1877694.16618915,87,239330,60217,Cochrane & Cochrane Circle,87
6220553.00387241,1879708.48433898,87,239330,60218,Peebles & Monterey,88
6223407.01883367,1881912.33951131,87,239330,60219,Peebles & Calle Moniz,89
6222118.14837991,1883215.55868964,87,239330,60220,Burnett & Pratt,90
6220106.38665542,1881330.81573997,87,239331,60221,Mobile Home Estates,91
6222542.55271482,1877666.75351432,87,239331,60222,Cochrane & Cochrane Circle,92
6223037.65014984,1878030.55856098,87,239331,60223,Cochrane & Butterfield,93
6224536.77936941,1879186.67173432,"121, 87",238680,60224,Cochrane & Sutter,94
6227902.69783442,1880732.14994256,87,239331,60225,Mission View & Cochrane,95
6230013.78285109,1879514.59988423,87,239331,60226,Half & Mission View,96
6232011.687976,1878660.52744539,87,239331,60227,Main & Elm,97
6231161.14899467,1877866.45980781,"287, 87",238841,60228,Live Oak High School,98
6228578.61774242,1875364.2623844,"287, 87",238841,60229,Main & Laurel,99
6227876.17098458,1874705.76337332,"287, 87",238841,60230,Main & Carriage Lamp,100
6227287.9474235,1874140.55551423,"287, 87",238841,60231,Main & Grand Prix,101
6226400.83535258,1873287.36332297,"287, 87",238841,60232,Main & Calle Mazatan,102
6250150.65990008,1825664.94019531,"84, 84",239290,60233,Gilroy Transit Center,103
6251091.90506484,1824534.16949098,84,239290,60236,10th & Alexander,104
6251870.25718266,1829122.08190306,84,239290,60240,Arroyo Cir & Kaiser Gilroy,105
6251577.14917308,1832034.78539523,84,239290,60242,Arroyo & Camino Arroyo,106
6250610.70852067,1833136.33338898,"84, 85",239290,60243,San Ysidro & Leavesley,107
6250010.22186075,1834448.2103584,"84, 85",239290,60244,San Ysidro & Las Animas,108
6248807.22492291,1837720.90328807,"84, 84, 85, 85",239290,60245,Saint Louise Regional Hospital,109
6250038.970819,1834178.79226206,"84, 85",239291,60246,San Ysidro & Las Animas,110
6250505.95052809,1833192.50978582,"84, 85",239291,60247,San Ysidro & Leavesley,111
6249297.34106867,1826637.79979815,85,239300,60255,6th & Eigleberry,112
6250245.4841855,1825554.62119024,"568, 568",239010,60256,Gilroy Transit Center,113
6248812.9358695,1826465.64692722,85,239300,60257,6th & Church,114
6248075.87566383,1826213.74388772,85,239300,60258,6th & Hanna,115
6247387.71234199,1825974.0422674,85,239300,60259,6th & Carmel,116
6245838.53368182,1825425.31895539,85,239300,60260,6th & Miller,117
6244428.14050524,1826044.65301856,85,239300,60265,Wren & Perrelli,118
6244316.27983658,1827376.4784389,"85, 85",239300,60266,Wren & 3rd,119
6243647.33465217,1828136.18197198,"85, 85",239300,60267,Monte Bello & Wren,120
6242900.00740667,1828156.17799498,"85, 85",239300,60268,Monte Bello & Santa Barbara,121
6244414.77078132,1829621.64488031,85,239300,60270,WREN & 1ST,122
6244439.15360658,1830564.81884699,85,239300,60271,Wren & Welburn,123
6244471.04232232,1831802.48566298,85,239300,60272,WREN & LAWRENCE,124
6246091.72740117,1835688.26365256,"568, 68",239011,60278,Monterey & Farrell,125
6246455.97470416,1834795.22147539,68,239091,60279,Monterey & Las Animas,126
6244432.83504966,1832434.69207573,85,239301,60282,Wren & Ramona,127
6244418.46467158,1831297.68581957,85,239301,60283,Wren & Gary,128
6244374.57105859,1830333.98302256,85,239301,60284,Wren & Welburn,129
6244316.18436433,1827167.10549806,85,239301,60286,Wren & 3rd,130
6244377.88109133,1826193.07299732,85,239301,60287,Wren & Byers,131
6247235.80057234,1825868.00770256,85,239301,60293,6th & Princevalle,132
6248129.57765616,1826185.45391807,85,239301,60294,6th & Hanna,133
6248606.96351242,1826355.8544959,85,239301,60295,6th & Rosanna,134
6250171.06176217,1825610.08859898,"121, 121, 85, 85",238680,60296,Gilroy Transit Center,135
6245820.41560782,1825373.82201114,85,239301,60322,6th & Miller,136
6077351.7591075,1988486.65556173,21,238740,60327,El Camino and Stanford Shopping Center,137
6078107.96035099,1988346.45439856,"22, 522",238750,60328,Palo Alto Transit Center (Bay 10),138
6079055.87151292,1986640.97191715,22,238750,60329,El Camino & Palm,139
6079788.22634742,1985807.8761424,"22, 522",238750,60330,El Camino & Galvez,140
6080518.11694799,1984980.67143197,22,238750,60331,El Camino & Sam McDonald,141
6081284.45957541,1984093.84840249,22,238750,60332,El Camino & Churchill,142
6082149.76788417,1983118.26636414,22,238750,60333,El Camino & Serra,143
6083068.09708424,1982066.03356048,22,238750,60334,El Camino & Oxford,144
6083824.35869507,1981339.69413389,"22, 522",238750,60335,El Camino & California,145
6085022.45013091,1980516.03895706,"101, 102, 103, 22, 522",238640,60336,El Camino & Page Mill,146
6086134.1431175,1979763.50437289,22,238750,60337,El Camino & Hansen,147
6087064.91619033,1979142.36060207,22,238750,60338,El Camino & Matadero,148
6087694.06945957,1978711.50221181,22,238750,60339,El Camino & Barron,149
6088605.43377858,1978089.29413864,22,238750,60340,El Camino & Los Robles,150
6089308.15218942,1977359.31069048,22,238750,60341,El Camino & Vista,151
6089784.94716758,1976597.58025856,22,238750,60342,El Camino & Maybell,152
6090330.29056507,1975716.68208598,"22, 522",238750,60343,El Camino & Arastradero,153
6091084.04069799,1974505.17105757,22,238750,60344,El Camino & Dinah's Court,154
6091730.27234517,1973724.88488849,22,238750,60345,El Camino & Los Altos,155
6093073.72405457,1972486.49071173,"22, 40",238750,60346,El Camino & San Antonio,156
6093922.88508591,1971893.94432464,"22, 522",238750,60347,El Camino & Showers,157
6094639.037525,1971471.58722973,22,238750,60348,El Camino & Jordan,158
6095560.78240067,1970940.11749214,22,238750,60350,El Camino & Rengstorff,159
6097614.33472399,1969751.6936879,22,238750,60351,El Camino & Clark,160
6098283.234961,1968971.18212557,"22, 52, 52",238750,60352,El Camino & El Monte,161
6099259.03287816,1968209.1357494,"22, 52",238750,60353,El Camino & Pettis,162
6100504.47690958,1967409.41195515,"22, 52",238750,60354,El Camino & Miramonte,163
6101792.86015958,1966567.14198615,"22, 522",238750,60355,El Camino & Castro,164
6102631.83289108,1966037.68175898,22,238750,60356,El Camino & Bonita,165
6103461.75839658,1965504.03059532,22,238750,60357,El Camino & Phyllis,166
6104243.33262083,1964996.34591514,22,238750,60358,El Camino & Bay,167
6105065.82572649,1964518.22154331,22,238750,60359,El Camino & Yuba,168
6107556.51628317,1963262.77785999,22,238750,60360,El Camino & Americana,169
6109107.41245958,1962470.7377774,"22, 522",238750,60361,El Camino & Knickerbocker,170
6110600.66833133,1961877.84395006,22,238750,60362,El Camino & Grape,171
6111986.994955,1961458.31821431,22,238750,60363,El Camino & Mary,172
6113683.74123341,1960931.78449048,22,238750,60364,El Camino & Hollenbeck,173
6115291.65140341,1960407.54439723,22,238750,60365,El Camino & Mathilda,174
6116676.92356725,1959666.36608957,"22, 522",238750,60366,El Camino & Sunnyvale-Saratoga,175
6117471.32945874,1958816.19095264,22,238750,60367,El Camino & Cezanne,176
6118673.10822317,1957526.05967465,"22, 522",238750,60368,El Camino & Remington,177
6120618.29691808,1955448.27446015,22,238750,60369,El Camino & Maria,178
6121797.77159324,1954414.28276172,"22, 522",238750,60370,El Camino & Wolfe,179
6123531.66445091,1954188.56208456,22,238750,60371,El Camino & Poplar,180
6124368.98495474,1954176.17923531,22,238750,60372,El Camino & Henderson,181
6126103.48575082,1954168.01127264,"22, 522",238750,60373,El Camino & Halford,182
6127859.74831441,1954175.62936765,22,238750,60374,El Camino & Flora Vista,183
6129689.63244991,1954151.60316898,22,238750,60375,El Camino & Pomeroy,184
6130589.70676525,1954136.95851323,22,238750,60376,El Camino & Calabazas,185
6131271.52429925,1954126.16063456,22,238750,60377,El Camino & Alpine,186
6132551.84457324,1954093.54947931,"22, 522",238750,60378,El Camino & Kiely,187
6133486.98574758,1954090.46451172,22,238750,60379,El Camino & Bowe,188
6135171.88428067,1954071.27491756,22,238750,60380,El Camino & San Tomas,189
6135996.88164641,1954051.7959539,22,238750,60381,El Camino & Los Padres,190
6137030.32478949,1954033.09290731,"22, 522",238750,60382,El Camino & Scott,191
6139245.46143533,1954013.89347064,22,238750,60384,El Camino & Jefferson,192
6140320.79819541,1953565.69882898,21,238740,60386,Monroe & Harrison,193
6140702.03562191,1952672.00442214,"21, 60",238740,60387,Monroe & Franklin,194
6141530.19407058,1952515.72586331,21,238740,60388,Homestead & Main,195
6143346.16911316,1954114.01662998,"21, 53, 59, 60",238740,60391,Benton & Sherman,196
6144071.16799125,1954038.05746432,"59, 59",239030,60392,Santa Clara Transit Center,197
6145152.67993583,1952830.35056214,22,238750,60393,El Camino & Accolti,198
6145112.05239241,1952075.73330498,22,238750,60394,El Camino & Bellomy,199
6145008.88429166,1951224.11821032,22,238750,60395,El Camino & The Alameda,200
6146329.00993225,1950686.1137089,22,238750,60397,The Alameda & Newhall,201
6147715.53865525,1949942.14898948,22,238750,60398,The Alameda & McKendrie,202
6148268.44995099,1949343.8250549,22,238750,60399,The Alameda & University,203
6148984.787101,1948553.67702889,"22, 522",238750,60400,The Alameda & Naglee,204
6149811.12042208,1947670.48292914,22,238750,60401,The Alameda & Fremont,205
6150347.347368,1947097.21701531,22,238750,60402,The Alameda & Hester,206
6150818.96880008,1946595.94603623,"22, 522",238750,60403,The Alameda & Hanchett,207
6151799.86447608,1946255.60550956,"22, 0",238750,60404,The Alameda & Keeble,208
6153200.88267142,1946316.46759257,"22, 0",238750,60406,The Alameda & Bush,209
6154169.72161299,1946352.91929132,"22, 522, 0, 0",238750,60408,Santa Clara & Montgomery,210
6154781.8719635,1946376.53013648,"22, 0, 0, 68",238750,60409,Santa Clara & Delmas,211
6156121.946055,1947090.27149114,"22, 500, 522, 568, 0, 0, 68",238750,60410,Santa Clara & Almaden Blvd,212
6156523.88783641,1947331.17258415,"22, 0, 0, 68",238750,60411,Santa Clara & Almaden Ave,213
6157574.84144317,1947946.23861124,"22, 22, 23, 23, 0, 0",238750,60412,Santa Clara & 1st,214
6158928.50802717,1948704.70395781,"22, 23, 500, 522, 523, 66, 72, 73",238750,60413,Santa Clara & 6th,215
6159225.73249833,1948886.74690081,"22, 23, 66",238750,60414,Santa Clara & 7th,216
6160682.18627833,1949721.3400479,"22, 23",238750,60415,Santa Clara & 11th,217
6161161.25815482,1949993.21614456,"22, 23",238750,60416,Santa Clara & 13th,218
6162125.66469058,1950549.64613406,"22, 23, 522",238750,60418,Santa Clara & 17th,219
6163225.61327808,1951192.6107274,"22, 23",238750,60419,Santa Clara & 21st,220
6164064.792374,1951680.29938456,"22, 23, 522",238750,60420,Santa Clara & 24th,221
6165083.9655325,1952252.78281964,"22, 23",238750,60421,Santa Clara & 28th,222
6166597.53140299,1953121.81290573,"22, 23",238750,60422,Alum Rock & 33rd,223
6175120.6186875,1943957.38339998,"22, 77",238751,60425,King & Waverly,224
6167485.29275084,1953720.69130115,"22, 23",238751,60426,Alum Rock & King,225
6166691.40391867,1953260.28014848,"22, 23",238751,60428,Alum Rock & 33rd,226
6165234.65912874,1952419.54823415,"22, 23",238751,60429,Santa Clara & 28th,227
6164019.37448584,1951715.55685998,"22, 23, 522",238751,60431,Santa Clara & 24th,228
6162816.90937108,1951037.64942315,"22, 23",238751,60433,Santa Clara & 20th,229
6162058.020797,1950595.79367957,"22, 23, 522",238751,60434,Santa Clara & 17th,230
6161248.99518408,1950127.02165122,"22, 23",238751,60435,Santa Clara & 14th,231
6160398.19767308,1949646.87267715,"22, 23",238751,60437,Santa Clara & 11th,232
6159301.49973525,1949016.35359699,"22, 23, 66",238751,60438,Santa Clara & 7th,233
6158689.41008016,1948639.05743556,"22, 23, 500, 522, 523, 0, 0, 0, 66, 72, 73",238751,60439,Santa Clara & 5th,234
6157509.51184942,1947971.97084323,"500, 522",238931,60440,Santa Clara & 1st,235
6156878.64073583,1947605.91842572,"22, 0, 0, 68",238751,60441,Santa Clara & Market,236
6156340.74647041,1947294.93709232,"22, 0, 0, 68",238751,60442,Santa Clara & Almaden Ave,237
6155888.49442217,1947014.7332564,"22, 500, 522, 568, 0, 0, 68",238751,60443,Santa Clara & Almaden Blvd,238
6154976.04972474,1946528.02392797,"22, 0, 0, 68",238751,60444,Santa Clara & Delmas,239
6154143.02940917,1946434.52313073,"22, 522",238751,60445,Santa Clara & Cahill,240
6153307.07602859,1946397.89820398,"22, 0",238751,60446,The Alameda & Bush,241
6152049.99291283,1946336.68408756,"22, 0",238751,60448,The Alameda & Morrison,242
6151087.65789525,1946423.29054165,"22, 522",238751,60449,The Alameda & Julian,243
6150439.91279966,1947103.82887873,22,238751,60450,The Alameda & Hester,244
6149906.68453541,1947683.23815298,22,238751,60451,The Alameda & Schiele,245
6149022.07508416,1948635.04432023,"22, 522",238751,60452,The Alameda & Taylor,246
6148271.66024642,1949440.27466515,22,238751,60453,The Alameda & University,247
6147727.667568,1950032.27249689,22,238751,60454,The Alameda & McKendrie,248
6146498.97022225,1950697.35646856,22,238751,60455,The Alameda & Newhall,249
6145280.23512691,1951173.71673632,22,238751,60457,The Alameda & Portola,250
6145292.82598099,1952205.15069707,22,238751,60458,El Camino & The Alameda,251
6144921.62003049,1953137.58813664,22,238751,60459,El Camino & Campbell,252
6143823.12583642,1954052.06301373,"22, 522",238751,60460,Santa Clara Transit Center,253
6143295.21481875,1954146.48113199,"21, 53, 59, 60",238741,60461,Benton & El Camino,254
6142131.38578159,1953118.21350348,"21, 59",238741,60462,Lafayette & Franklin,255
6141631.01407892,1952624.86967389,21,238741,60463,Homestead & Main,256
6140769.03712833,1952643.29253732,"21, 60",238741,60464,Monroe & Franklin,257
6140434.5266425,1953400.79922439,21,238741,60465,Monroe & Fremont,258
6139864.19215325,1954321.46372165,22,238751,60466,El Camino & Monroe,259
6138611.85410674,1954115.14261198,22,238751,60467,El Camino & Lincoln,260
6137168.84288517,1954135.44112781,"22, 522",238751,60468,El Camino & Scott,261
6135759.30600607,1954158.5693624,22,238751,60469,El Camino & Los Padres,262
6134561.331696,1954177.35508598,22,238751,60470,El Camino & San Tomas,263
6133190.77603817,1954202.1893539,22,238751,60471,El Camino & Bowe,264
6132486.84371899,1954211.46722248,"22, 522",238751,60472,El Camino & Bowers,265
6131400.17102358,1954227.9078064,22,238751,60473,El Camino & Alpine,266
6130123.51412807,1954252.86773023,22,238751,60474,El Camino & Calabazas,267
6129424.45876767,1954276.34963864,22,238751,60475,El Camino & Pomeroy,268
6127487.92851999,1954284.25283806,22,238751,60476,El Camino & Flora Vista,269
6126225.28865683,1954294.97033632,"22, 522",238751,60477,El Camino & Lawrence,270
6124774.45855324,1954281.09339556,22,238751,60478,El Camino & Sycamore,271
6123406.56332317,1954290.71936056,22,238751,60479,El Camino & Poplar,272
6121346.03496391,1954846.19298714,"22, 522",238751,60480,El Camino & Wolfe,273
6120473.70993692,1955745.94676507,22,238751,60481,El Camino & Maria,274
6118293.529586,1958081.02313164,"22, 522",238751,60482,El Camino & Fair Oaks,275
6117499.1355055,1958934.81473115,22,238751,60483,El Camino & Cezanne,276
6116721.00287542,1959766.87933998,"22, 522",238751,60484,El Camino & Sunnyvale,277
6114851.24546008,1960650.02029023,22,238751,60485,El Camino & Mathilda,278
6113772.24564958,1961011.53269057,22,238751,60486,El Camino & Pastoria,279
6111582.26512142,1961676.2236184,22,238751,60487,El Camino & Mary,280
6110367.35941474,1962074.35307148,22,238751,60488,El Camino & Grape,281
6109305.94880791,1962490.74003398,"22, 522",238751,60489,El Camino & Bernardo,282
6107771.73501283,1963272.65776148,22,238751,60490,El Camino & Sylvan,283
6104493.14347291,1964955.72821423,22,238751,60491,El Camino & Mountain View-Alviso,284
6103415.728633,1965652.28981324,22,238751,60492,El Camino & Calderon,285
6102356.69039674,1966332.56141856,22,238751,60493,El Camino & Bush,286
6101344.03034858,1966985.87080748,"22, 52, 52, 522",238751,60494,El Camino & Castro,287
6100101.78709817,1967788.41447797,"22, 52",238751,60495,El Camino & Shoreline,288
6098880.92011733,1968579.3633554,22,238751,60496,El Camino & Mariposa,289
6097853.14494191,1969682.43365581,22,238751,60497,El Camino & Escuela,290
6096099.719643,1970753.1719999,22,238751,60498,El Camino & Rengstorff,291
6094922.08912425,1971425.21133822,22,238751,60499,El Camino & Ortega,292
6093892.02163059,1972041.95977664,"22, 522",238751,60500,El Camino & Showers,293
6092725.32941017,1972853.38105406,22,238751,60501,El Camino & San Antonio,294
6091749.62302825,1973852.73437031,22,238751,60502,El Camino & Cesano,295
6090938.17550416,1974922.47468489,22,238751,60503,El Camino & Dinah's Court,296
6090104.27133209,1976267.93524857,"22, 0, 522",238751,60504,El Camino & Charleston,297
6089803.05605525,1976753.85455231,22,238751,60505,El Camino & El Camino Way,298
6088765.5118705,1978091.24196939,22,238751,60507,El Camino & El Camino Way,299
6087816.14139391,1978749.43094173,22,238751,60508,El Camino & Curtner,300
6087201.76138908,1979161.45636439,22,238751,60509,El Camino & Margarita,301
6084829.49546432,1980791.45277631,"22, 522",238751,60511,El Camino & Page Mill,302
6083695.59517308,1981548.43846706,"22, 522",238751,60512,El Camino & California,303
6082779.53237267,1982550.3550984,22,238751,60513,El Camino & Stanford,304
6082071.60990399,1983362.90629481,22,238751,60514,El Camino & Park,305
6081192.564418,1984349.29474197,22,238751,60515,El Camino & Churchill,306
6080632.06258625,1985003.41679332,22,238751,60516,El Camino & Sam McDonald,307
6079540.24554417,1986249.99993007,"22, 522",238751,60517,El Camino & Embarcadero,308
6078924.61488566,1986951.02215007,22,238751,60518,El Camino & Wells,309
6078029.44147916,1988355.86415665,"22, 22, 522, 522",238750,60519,Palo Alto Transit Center (Bay 1),310
6094255.36440782,1972221.79406264,"40, 40",238901,60524,Showers & Latham,311
6092829.12874325,1972420.42588323,40,238901,60525,San Antonio & El Camino,312
6092722.45704058,1971036.64157732,40,238901,60526,San Antonio & Portola,313
6092726.14666575,1969246.37317623,40,238901,60527,San Antonio & Pine,314
6092698.75564441,1967624.88265282,40,238901,60528,San Antonio & Yerba Buena,315
6092673.27702083,1966737.50352207,"40, 40",238901,60529,San Antonio & Almond,316
6092650.876147,1965624.29282197,40,238901,60530,San Antonio & Edith,317
6092650.23933725,1964761.97663324,40,238901,60531,San Antonio & Hillview,318
6092611.90903333,1963399.22837448,40,238901,60533,San Antonio & Lyell,319
6093146.49359408,1960877.3197044,"40, 52",238901,60534,El Monte & University,320
6092057.47674325,1959498.82967924,"40, 52",238901,60535,El Monte & Bay Tree,321
6091400.57024866,1958724.69244798,"40, 52",238901,60536,El Monte & Voorhees,322
6087693.98809491,1958192.18629515,"40, 40, 52, 52",238900,60538,Foothill College Loop at Planetarium,323
6090228.13624182,1957474.07880747,"40, 52",238900,60540,El Monte & Stonebrook,324
6091588.35530616,1958809.5718714,"40, 52",238900,60541,El Monte & Voorhees,325
6092311.89650999,1959723.12877131,"40, 52",238900,60542,El Monte & Summerhill,326
6093109.06092617,1960729.02406923,"40, 52",238900,60543,El Monte & University,327
6103039.11980617,1953209.24514556,51,238941,60552,Grant & Thurston,328
6103123.7744925,1952160.50675748,51,238941,60553,Grant & Foothill,329
6103623.85092017,1951591.64601856,51,238941,60554,Grant @ Library,330
6104717.03771016,1950519.03103781,51,238941,60555,Grant & Arboretum,331
6105712.66203125,1949501.26306023,51,238941,60556,Grant & Homestead,332
6105430.10190083,1946852.04099648,51,238941,60557,Foothill & Cristo Rey,333
6105398.24763383,1945698.20504956,51,238941,60558,Foothill & Alpine,334
6105719.92349966,1943479.84564115,51,238941,60560,Stevens Creek & Foothill,335
6108105.82817666,1943827.42926356,51,238941,60561,Stevens Creek & Phar Lap,336
6109777.99674833,1943754.45106307,51,238941,60562,Stevens Creek & Pasadena,337
6110537.0313195,1943718.91373256,51,238941,60563,Stevens Creek & Bubb,338
6112298.71053891,1943694.4958024,51,238941,60564,Stevens Creek & Mary,339
6113616.59372991,1943669.84919815,"23, 51, 523",238760,60565,Stevens Creek & Stelling,340
6115570.91199975,1943634.82433382,"23, 51",238760,60566,Stevens Creek & Bandley,341
6116366.99931833,1943623.96871248,"23, 523",238760,60567,Stevens Creek & De Anza,342
6117663.84022857,1943610.78698032,23,238760,60568,Stevens Creek & Torre,343
6119005.87100908,1943604.57898748,23,238760,60569,Stevens Creek & Blaney,344
6119915.68054116,1943594.52684222,23,238760,60570,Stevens Creek & Portal,345
6121530.15631483,1943567.27033506,"23, 523",238760,60571,Stevens Creek & Miller,346
6122715.70840566,1943560.13550681,"23, 23",238760,60572,Stevens Creek & Finch,347
6123725.50166166,1943564.62040597,23,238760,60573,Stevens Creek & Tantau,348
6124648.45224358,1943539.94853932,"101, 23, 523",238641,60574,Stevens Creek & Stern,349
6126263.86764792,1943516.96367715,23,238760,60575,Stevens Creek & Interstate 280,350
6127623.90068899,1943509.43613315,"23, 523",238760,60576,Stevens Creek & Loma Linda,351
6129296.24412908,1943500.2894979,23,238760,60578,Stevens Creek & Albany,352
6130141.24867266,1943493.42960347,23,238760,60579,Stevens Creek & Richfield,353
6130938.53644817,1943485.16616856,23,238760,60580,Stevens Creek & Palace,354
6132984.44475791,1943467.78595398,"23, 523",238760,60582,Stevens Creek & Kiely,355
6134528.80256158,1943457.33584365,23,238760,60583,Stevens Creek & Saratoga,356
6136310.72681925,1943445.07963456,"23, 59",238760,60585,Stevens Creek & Harold,357
6137329.6076555,1943436.45366757,"23, 523, 59",238760,60586,Stevens Creek & Cypress,358
